0:03:42,Kit Wall, And my parents will give me the card. She's like‚ ok‚ let's go. And I mean‚ it was not at all a place Patty would probably have even wanted to go‚ but she was a good friend‚ she said‚ “yeah‚ let's go.” So I had an interview and I said “I'm probably gonna have to go‚ you know‚ sit in on some classes and stuff and I'll have an interview‚” and she was like‚ “yeah‚ that's fine.”,,
0:04:00,Kit Wall, So I had an interview and I really liked it. It was a Grinnell alum‚ who I since got to know better‚ but‚ so he wasn't too far away from being a student‚ and so had a great interview‚ went to a philosophy class‚ which was kind of my orientation then. And‚ different times‚ you know‚ like the legal age for drinking in Iowa was 18. So it's a whole different time.,,
0:04:26,Kit Wall, So anyway‚ they said‚ well‚ we're gonna have‚ we're gonna have an off campus party. You might really want to go to that and whatever. And so I went to the class‚ I was just walking around on campus‚ which has such a great vibe‚ and then went to the party and we had a blast. We were probably there for two days‚ and I don't know‚ somewhere in there‚ you know‚ I just went‚ I gotta go here. I mean‚ this is it. I gotta go here and I didn't have a lot of time‚ it was spring and‚ you know‚ early admission and whatever‚ so.,,
0:04:56,Kit Wall, I mean I applied‚ got in‚ got accepted‚ and never visited Knox‚ which is ironic because two of my really good friends graduated from Knox that live in Cedar Rapids now. I've met them in later life‚ because my friend Linda's an elected official‚ she's retired now‚ but was a county supervisor.,,
0:05:16,Kit Wall, And‚ they would have been at Knox‚ it would have been like a year or two ahead of me‚ so I would have known them. So it's just kind of funny. But anyway‚ that's really how I got to Grinnell. And then Pat and I literally packed up my parents' station wagon. I picked up his stuff. I had my stuff already in it and you know a big station wagon then‚ right? You know‚ kind of like an SUV now. But lower to the ground.,,
0:05:41,Kit Wall, And‚ so‚ I can still see Pat's mom waving goodbye and she still talks to him about that. And‚ and so we drove to Grinnell and like a lot of people right‚ had parents dropping them off and stuff and we just drove‚ we unpacked‚ we were there and he was on south campus‚,,
0:05:59,Kit Wall, I was on north campus‚ there was no east campus. And then my dad flew into Des Moines later that week and picked up the car and drove home to Chicago where we both lived. So‚ you know‚ I mean‚ that's literally how I got Grinnell too. But that was it‚ kinda. Yeah.,,
0:06:21,Kit Wall, The other thing I think‚ the other thing that might be important is that‚ I had gone to‚ I grew up in southern California I was born in California and I grew up in Fullerton in Orange County‚ and I went to a Catholic school like where 1st to 8th grade was probably 900 students.,,
0:06:40,Kit Wall, And so we got transferred when I was in 7th grade‚ so I did 8th‚ 9th‚ and 10th grade in a junior high in Houston. It was a public school and had just those three grades‚ 2400 students. It was a massive shock.,,
0:06:58,Kit Wall, And then I went to a high school with about that many students and‚ and went there for freshman and sophomore year‚ and then we were transferred again to the Chicago suburbs‚ so my last two years of high school were also in a high school with about 2500 people.,,
0:07:14,Kit Wall, And so by the time‚ you know‚ I had moved that far along I probably would have gone to USC film school I think or maybe Santa Cruz. And then we moved to Texas‚ so my dad went to University of Texas. I liked Austin. There was a lot of stuff there. I thought‚ you know‚ it would be great. And then‚ you know‚ you didn't,,
0:07:34,Kit Wall, fly around so much. You kind of wanted to be a little closer‚ and‚ so then we moved again and and it was like‚ there's NO way in hell I'm going to the University of Illinois or any of those big schools. I'm done with all that. I'm tired of being a number‚ and so I was really looking at smaller sized schools‚ and I also really thought it would be cool. I liked Grinnell as a town and I thought‚ you know‚ I'd love,,
0:07:57,Kit Wall, to be in a small town where the college is the thing. I don't want to be in a commuter school. I want to have an on campus experience. So I think I was really fortunate I completely lucked out by finding Grinnell.,,
0:08:13,Maya Albanese, Yeah. Perfect fit for a lot of people‚ I think.,,
0:08:17,Kit Wall, I think so. Yeah‚ I think so.,,
0:08:20,Maya Albanese, So yeah‚ you were really good friends with Pat Irwin and you guys went to the same high school. Can you talk more about your friendship? Like‚ how did you guys meet?,,
0:08:31,Kit Wall, You know‚ that's a good question‚ probably in a class‚ you know‚ we probably were in accelerated something or other‚ you know‚ I don't know. And that is an interesting question because‚ and I wonder if Pat will know‚ you know‚ in his interview. I don't really remember how we met‚ but we both had a music affinity. So‚ and plus in Texas when‚ you know‚ by the time you turn 16‚ everybody has a driver's license‚ and where I went to school,,
0:09:01,Kit Wall, a great many of people‚ their parents bought them a car. Like‚ “oh‚ you're 16‚ here's a car.” My dad was not one of those people. So‚ but when I moved to Chicago‚ it wasn't that way at all. And it was the same type of suburb‚ you know? I mean economically about the same good school blah‚ blah‚ you know.,,
0:09:21,Kit Wall, So I mean‚ it's not like they couldn't have afforded two cars if they wanted‚ but that just wasn't their thing. And‚ and they had kind of more of a‚ everybody get a job work ethic. And so the fact that I already had a license‚ and my parents would let me use the car‚ I mean that was kind of a big deal. It's probably good as a new person because it was like‚ “oh good‚ Kit can drive.”,,
0:09:41,Kit Wall, So Pat and I used to go into the city and see concerts and we would go‚ you know‚ it was the seventies‚ so it was a cool time for music. I mean the sixties had kind of happened.,,
0:09:53,Kit Wall, And so‚ bands like the Grateful Dead. I mean you kind of had sort of a folky bag and that stuff was considered rock and roll‚ which now is either Americana or country which is kind of funny‚ but‚ but anyway‚,,
0:10:10,Kit Wall, so we would just go to concerts and‚ and I had a car. And so‚ I mean‚ we just‚ that's kind of what we did and we were good friends‚ and I had some other friends who went to private school. There was a project at our high school called The Joint‚ which is also a funny name,,
0:10:30,Kit Wall, when you think about it now‚ but‚ and exactly had that connotation also‚ but‚ but it was‚ it was a group of people that before I got there and it just happened to be in my neighborhood where I moved‚ but would raise money and do concerts and stuff to do kind of a youth drop in center hang kind of place. And we eventually ended up with the money we had raised donating it to the local YMCA‚ which was,,
0:10:57,Kit Wall, also very trendy now‚ very‚ you know‚ suburban workout kind of hang. But anyway‚ I met a lot of people that way too. And then concerts were part of the fundraising thing‚ so the private school kids that I met‚ and a couple of them were musicians.,,
0:11:15,Kit Wall, And so then‚ you know‚ I introduced them to Pat. I‚ you know‚ I just kind of don't know how that all really happened‚ but‚ you know‚ so music was kind of always the thing that brought us together anyway‚ which was kind of fun. And then you would‚ you know‚ you would have like vinyl‚ you know‚ and like stereos with,,
0:11:35,Kit Wall, big speakers. And so‚ you know‚ I would invite people over. I had like a big room that I kind of set up like a sitting room and stuff‚ and so people would come over to the house Pat was one of them and we just‚ you just sit and play albums‚ you know‚ all day and just play music and talk about it‚ you know‚ it's just such a different thing. I mean you know‚ now‚,,
0:11:55,Kit Wall, like it's like I “like” that on Spotify. You know‚ so different. So it's like a thing‚ you know‚ to go over and sit and listen‚ “you want to come over and listen to music?” “Oh‚ that'd be great.” So anyway.,,
0:12:08,Kit Wall, So‚ we did a lot of that‚ so it was always a kind of a music based thing‚ so it's cool that he turned out doing‚ you know‚ what he does‚ which doesn't surprise me at all. And,,
0:12:21,Kit Wall, kind of‚ you know‚ I mean‚ I I went through that whole‚ that rock and roll phase of my career. I mean sports‚ entertainment‚ band management‚ you know media production and a lot of stuff like that. So‚ I was like the background part of‚ you know‚ the foreground of what Pat does. So‚ so even as,,
0:12:41,Kit Wall, we continued in our careers like he‚ he was in a band called the Raybeats and they came to Houston and so I could promote them and you know‚ I mean‚ it was just kind of cool. It was just kind of a‚ kind of a cool time.,,
0:12:54,Maya Albanese, Yeah‚ that's all really lovely and you guys had such a long lasting friendship too‚ which is awesome. Yeah.,,
0:13:01,Kit Wall, Yeah‚ it’s really nice‚ yeah.,,
0:13:02,Kit Wall, Yeah‚ I'm lucky. So I finally got him to go to my‚ high school reunion last year‚ which usually happened about the same time that Grinnell would have one‚ so I'm not as good about that as I have been about Grinnell ones‚ but‚ but Pat really had a good time and and he said “maybe I'll come to the next Grinnell reunion!” And I said “good plan! Yeah!”,,
0:13:24,Maya Albanese, Awesome. Cool! So at Grinnell‚ you were involved in the American studies SEPC as well as athletics. So in both of these areas‚ what was your experience?,,
0:13:42,Kit Wall, Well‚ you know‚ the SEPC part‚ I don't think it was‚ I bet it's a lot more robust now than it was then. I mean‚ I think it was kind of fledgling really‚ because again‚ we were the seventies coming out of the‚ you know‚ turbulent,,
0:14:02,Kit Wall, Sixties and as you know‚ probably Grinnell was a moratorium school‚ so it shut down‚ you know‚ during the Vietnam war and there were marches in the streets and‚ you know‚ you‚ maybe you've heard Crosby‚ Stills‚ and Nash’s song “Four Dead in Ohio”‚ but that was a May 4th protest where the national guard shot four student protesters‚ so.,,
0:14:27,Kit Wall, Grinnell used to always put on May 4th - put up four crosses on central campus for those students and stuff. So that was kind of a pretty fresh in the mind time‚ but in a way‚ probably every generation after thinks‚ oh‚ well‚ you know‚ we're just the boring group of people. I mean‚ I don't know‚ but I kind of felt like we were like the sixties was like all of this stuff and so we're the seventies and it's like “you know yeah we have coed dorms now and you know” like that stuff. So I think the fact that students were coming officially involved was sort of new-ish. And largely,,
0:15:13,Kit Wall, because of the black students. And then at that time‚ I mean because it was CBS‚ Concerned Black Students‚ it was Black Studies. So‚ and then we later went through the phase of African American and then‚ you know‚ I think a lot of people,,
0:15:36,Kit Wall, now‚ mixed race people are fine being Black‚ you know‚ I mean it's however people or..what always has been hard for me because I remember‚ you know‚ being born in 1955. So‚ in the sixties I’d still hear people talk about “colored people.”,,
0:15:56,Kit Wall, So when people say now‚ which is perfectly acceptable‚ “people of color‚” “persons of color‚” it's still really hard for me. It's like‚ why are we like relating to a skin issue? You know‚ Martin Luther King‚ you know‚ that when‚ “when character will not be judged‚ my children will not be judged by the color of their skin,,
0:16:15,Kit Wall, but by their character” and so I think why do people want to be persons of color? But anyway‚ that shows my generational bias. So‚ the black students at Grinnell were really‚ really active prior to me getting there and had taken over the library.,,
0:16:35,Kit Wall, There were some things like that‚ still fresh in professors minds. Concerned Black Students was kind of new-ish again‚ like the idea that students would really‚ you know‚,,
0:16:51,Kit Wall, I don't know if “demand” is the right word‚ but maybe? That‚ you know‚ would advocate to really run things was new-ish. So the Policy Committee‚ I bet now has a lot more input than we did.,,
0:17:06,Kit Wall, And one thing that struck me - I hadn't thought about it for a while - I liked it though‚ I mean it was very interesting. And then we‚ you know‚ did a professor's interview. They were considering at the time of full time professor and,,
0:17:22,Kit Wall, so we interviewed and fortunately one of the people I voted for‚ you know‚ she was hired and so that was all cool. But one of the things that struck me is really funny‚ and you might have run across his name if you're doing history and oral history. Al Jones was‚,,
0:17:39,Kit Wall, think‚ officially in the English department‚ but was one of the American Studies professors. Great guy. History of Grinnell‚ really great history of Grinnell‚ and he was funny‚ but he was from Yale. So we'd be in the American,,
0:17:54,Kit Wall, you know‚ Studies Curriculum Committee meeting. And we were talking about how we were gonna start what the coursework was gonna be for the fall or something. So I'm listening‚ you know‚ and “we're gonna start with‚ you know‚ blah blah blah east coast‚ Am. Civ. One yada yada...”,,
0:18:14,Kit Wall, And so I just sat there and I‚ and I just said‚ “you know‚ can I ask a question? I mean‚ why do we always have to start with the pilgrims? I mean like NOTHING happened before them? And let's face it. I mean these people couldn't make it in their own countries. They were running away‚ they were kind of losers‚ some of them were criminals. I mean‚ I don't know. We always start with the east coast‚ you know? I mean‚ like,,
0:18:39,Kit Wall, we had Indigenous people here‚ we had Spanish people in Florida‚ we had Spanish people in California and probably Texas. We had Russians up on the northern part of the California coast. I mean‚ can't we start somewhere else? It's so tiresome.” And I just remember Al looking at me and he goes‚ “yeah‚ but you're from California‚ so‚” you know‚ kind of like‚ “thank you for sharing. So we're gonna start with the Pilgrims” and I'm just like‚ God‚ give me a break!,,
0:19:10,Kit Wall, So I just remembered that and I had totally forgotten it until today and I just thought‚ “yeah‚ well‚ whatever!”,,
0:19:16,Kit Wall, So‚ you know‚ a different time‚ a different time. And‚ you know‚ that's what you get for being from California. You know that that New Yorker map still plays‚ like it's New York City‚ Appalachians‚ everywhere else. You know‚ it's pretty much how I felt.,,
0:19:34,Kit Wall, So anyway‚ that‚ I mean‚ that's kind of my frame of reference with that. I mean‚ I can't remember how active I was‚ so that's why you found out that I was even quoted about that in that article‚ that would be sort of interesting to me. I was like‚ “wow‚,,
0:19:51,Kit Wall, I wonder how I shot my mouth off there. I'm not sure!” The athletics at Grinnell‚ that was kind of interesting because…you probably ran across some of the discussion about Title IX.,,
0:20:05,Maya Albanese, Mmhm.,,
0:20:06,Kit Wall, Title IX‚ you know‚ was just starting to happen‚ just starting to roll out. So‚ neither one of my high schools‚ they did not have any girls teams. I mean‚ you know‚ you would play in PE. In fact‚ I remember playing field hockey…well‚ now what's interesting is in California‚ if I'd stayed in California and stayed in like the Catholic school system‚ they had what they called CYO Catholic Youth Organizations. So there were always teams,,
0:20:35,Kit Wall, for elementary level teams or high school teams‚ very interesting. But when I got into public school‚ both places that I lived - both really good at school districts - nothing. And so‚ but they had‚ you know‚ massive PE‚ like we would do gymnastics and we would do‚ you know‚ dancing and we…and I remember,,
0:20:55,Kit Wall, we did field hockey in Houston and I thought‚ “What is this? What kind of weird contrived sport is this? Who plays this‚ you know?” And‚ and then as I think I moved to Illinois‚ I realized kind of like‚ “oh‚ it's an actual sport. Oh‚ it's an Olympic sport that men play in other parts of the world. Interesting.” You know‚ same sort of like with wrestling and stuff‚ you know‚ so.,,
0:21:17,Kit Wall, So‚ but anyway‚ there were NO girls interscholastic athletics‚ at least in either of my high schools. And in my Illinois high school‚ I remember one girl who‚ you know‚ was really great at tennis played good country club tennis. And so she was on the boys team‚ Pat Irwin was on boys tennis‚ but there was NO girls tennis‚ so.,,
0:21:40,Kit Wall, Yeah‚ it just didn't occur to you‚ it didn't have it. So when I got to Grinnell‚ it was great because there were intramural sports‚ so my freshman year I played intramural‚ probably football. Maybe we had basketball‚ I don't know‚ but I played football for sure‚ flag football‚ which was fun.,,
0:21:57,Kit Wall, And then my sophomore year‚ I realized like‚ hey‚ I could probably‚ you know‚ try out for tennis! I mean‚ I might be good enough to make the team and I was good enough to make the team! I mean‚ I would say was good enough to play in a tournament‚ but I was,,
0:22:13,Kit Wall, at best seated like 4th or 5th‚ but for doubles maybe would have been paired with somebody‚ probably not number one‚ but maybe two or three. So I mean I was good enough to letter‚ it was fun.,,
0:22:28,Kit Wall, So I was‚ you know‚ part of Honor G. What was interesting‚ somewhere in there‚ and so I don't know‚ you know‚ where to put it in the narrative exactly‚ but somewhere in there‚ - and I always liked sports‚,,
0:22:44,Kit Wall, And I love baseball. So I must have gone to visit‚ you know‚ like a men's baseball game or something and I was standing there and John Pfitsch was the athletic director then and also the men's baseball coach and he was also coaching First Base‚ way different setup than we have it for now‚ so.,,
0:23:03,Kit Wall, I mean there's a low‚ like‚ probably‚ maybe up to here or you know like chain link fence‚ like‚ and so I was just standing there. Why was I standing by the fence there? I'm not sure. Maybe I knew somebody on the team..I can't remember‚ but Pfitsch just started talking to me‚,,
0:23:20,Kit Wall, as he liked to do with students‚ and he just turned to me and he said‚ “do you see that guy over there?” and it was the catcher and he had just thrown his mask or whatever. I said‚ “yeah?” you know‚ and he said‚ “he's hypertense. That's what that is. He's hypertense” and I thought‚ “ok,,
0:23:37,Kit Wall, interesting” you know. But somehow I ended up talking to Pfitsch a lot and liking him. And so he and I became good friends throughout life until he died when he was 91. But as a result of,,
0:23:52,Kit Wall, getting to know him‚ like‚ you know‚ pretty much everybody at Grinnell too or a lot of students had student jobs. I mean it was just like a great way to have some spending money and stuff like that. And so‚ because I knew him‚ I ended up working in the,,
0:24:09,Kit Wall, athletic director's office‚ like helping doing secretarial stuff‚ which is what I did in my summer job‚ filing and typing and that kind of stuff. And‚ and then I said‚ oh yeah‚ I would work in the cage‚ you know‚ so the cage you'd be handing out towels or checking people in and out of the,,
0:24:29,Kit Wall, PEC. I’m sure they've got a similar system now for checking stuff out as people go over to work out. So anyway‚ I did that and then eventually that led to me officiating. So I mean‚ I ran chains for football. I was like the chain gang that runs up and down and does the,,
0:24:53,Kit Wall, 1st and ten measurements‚ I was a timekeeper in basketball. I kept score in baseball‚ all of that stuff. It was a lot of fun‚ probably did timing for track‚ probably did timing for swimming‚ and then everybody had stop watches.,,
0:25:09,Kit Wall, Wasn't like again‚ like you couldn't just touch the pool or even‚ even have like a digital timer. I mean it was like stop watch. It was a very interesting time. But anyway‚ so one of the things that happened‚ so I mean I had a lot of athletic contact‚,,
0:25:26,Kit Wall, and I had a lot of friends who were playing sports and I lived on north campus where‚ if you want to talk about like the divide‚ which I guess I did‚ was sort of the jock side of campus‚ north campus‚ and I guess because it was sort of closer to the PEC - physical education complex - kind of ended up being‚ you know‚ like…kind of cause that's all gone now‚ that's just the big field there‚ but kind of‚ you know‚ across from Harris‚ kind of where that parking lot is and stuff.,,
0:25:56,Maya Albanese, And‚ it was state of the art. It was,,
0:25:59,Kit Wall, the only other indoor track in Iowa besides Graceland. So as a result of that‚ Pfitsch said to me‚ you know - he became the track coach also - and he said‚ we're gonna run weekly track meets over here.,,
0:26:19,Kit Wall, And because we're the only - it is winter - and we're the only ACM college that even has an indoor track - other than Graceland - every Friday we're gonna have a track meet‚ and we're gonna invite whoever wants to come and run‚ “come and run!” And so sometimes those will be dual meets.,,
0:26:39,Kit Wall, And we would have a big‚ like a big invitational and then an outdoor big invitational‚ and he said‚ “I'm gonna coach” and I think before even he coached‚ there was a‚ another coach who,,
0:26:56,Kit Wall, also coached other sports‚ I mean all the coaches then did. And he said “I'll be the track coach‚ but I don't want to run the meets. It's too much work.” And so John [Pfitsch] said‚ “ok‚ I'll run the meets” and so then John said to me‚ “ok‚ I'm gonna hire you to run the meets.”,,
0:27:15,Kit Wall, I was like‚ “ok!” and he said “well you've been a timer‚ you know how to do all this stuff‚ you know all the people‚ it'll be fine.” And so‚ I don't know if you've been to a track meet at Grinnell‚ but I mean it's a lot of work. You have a lot of timers‚ you have,,
0:27:31,Kit Wall, you have timers that are timing all of the track runners for the running parts. If you're watching any of the Olympics‚ you'll kind of see some of it. Then you have officiating‚ you've got people that are officiating at‚ the discus or the javelin or the shot put or the hammer throw or the long jump or the triple jump or the…,,
0:27:51,Kit Wall, you know‚ or the high jump or the pole vault or‚ you know‚ so we would run all of those. You've gotta have about three officials on every one of those field sports and then for each lane as a timer‚ you'd have probably three timers and,,
0:28:08,Kit Wall, you know‚ a couple of other administrative types. But it was great because we had money to pay students and so my job was kind of to round up a bunch of students that wanted to earn money once a week and they were like‚ “Yeah cool. Sign me up!” So‚ it was‚ it was really a unique thing because it was a student run event‚,,
0:28:27,Kit Wall, and that had never happened before. And‚ again‚ like we were fielding new women's sports that hadn't happened‚ but‚ you know‚ we were becoming more active in all of this kind of stuff. And so‚ I remember the first track meet and there was a football coach from Coe College,,
0:28:47,Kit Wall, who was pretty much‚ if you were gonna typecast a‚ a football coach‚ I mean he was like…he must have played centers so he was kind of like not real tall‚ but kind of like square.,,
0:29:04,Kit Wall, You know‚ so that means sort of like overweight‚ just kind of a good old boy white guy central Iowa‚ kind of a guy. And so you have a meeting of the Clerk of the Course and you have the coaches there and stuff and so.,,
0:29:22,Kit Wall, So‚ Pfitsch is introducing me‚ “Kit Wall blah blah blah‚ student‚ yada yada‚” and so on. So then he said‚ “well‚ I don't know. I mean‚ I've never been to a student run meet‚ so I‚ you know‚ I don't know. I mean‚ I've come all this way and you know”,,
0:29:39,Kit Wall, - what was Central College‚ like an hour away‚ Pella‚ Iowa‚ an hour or hour and a half‚ I don't know- “And so I don't know I don't know if I can do this” and John said‚ “well‚ look‚ you're all the way here. So‚ I mean‚ it's up to you‚ but‚ but she's gonna run the meet‚ we're doing it anyway.,,
0:29:55,Kit Wall, You know‚ give it a shot. I mean‚ what do you get to lose?” And he was like‚ “well‚ yeah…” So anyway‚ we ran the meet and it must have been more than a dual meet‚ so it must have been a few schools. And so‚ you know‚ the meet happened. Grinnell‚ you know‚ maybe finished in the middle of the pack. I mean it wasn't.,,
0:30:16,Kit Wall, Y’know‚ Grinnell wasn't tearing it up. I mean Central probably had more awards than anybody else anyway. But what was funny about it was afterwards‚ it was really a cool thing I have to say‚ this coach came up to me somewhere on the track and he said‚ “I‚ I just have to tell you‚ that this is the best run track meet I've ever attended. You know‚ thank you. And‚ you know‚ I apologize. I mean‚ you‚ you did a great job.” I thought “wow‚ pretty nice!”,,
0:30:48,Kit Wall, So the funny thing about that piece of doing that‚ especially as somebody who‚ I was probably 20‚ I probably did that my junior and senior years‚ I'm gonna say‚ my guess. And that really is something that I do all the time.,,
0:31:05,Kit Wall, I mean I run events all the time. I organize things all the time. I hire people‚ I mean it wasn't all smooth sailing. We had‚ we had a couple of incidents‚ I mean‚ depending on how deep you ever want to go on any of that‚ go down that path‚ but cause this is really a Georgia Dentel piece.,,
0:31:25,Kit Wall, But anyway‚ what's important about it is‚ I think an extracurricular activity like that ends up being really one of the major skill sets and one of the just surprisingly influential in the work that I do today.,,
0:31:46,Kit Wall, And John also was a big creative visualization person‚ which was kind of very spiritual esoteric then‚ you know‚ and‚ the inner game of tennis and stuff like that was kind of‚ you know…,,
0:32:03,Kit Wall, kind of extra terrestrial‚ it was really strange. And‚ but he was that way and now people think about that a lot. Creative visualization isn't that weird‚ but those kinds of things I think really,,
0:32:19,Kit Wall, helped me in a way that‚ you know‚ I couldn't have imagined because I‚ you know‚ when I'm visualizing something‚ I'm a visual person anyway‚ so if I visualize it‚ I can make it happen. If I write down notes and take them down‚ then it's as if it happened. I maybe don't even read those notes again‚ but I had to write them‚ you know,,
0:32:39,Kit Wall, to look at them. So anyway‚ those two things coming out of athletics were really important. And‚ he and I - John and I - wrote a philosophy of athletics book that never got published for a lot of reasons. And then,,
0:32:59,Kit Wall, I helped him with a book that did get published‚ we started it together and then he had another writer work on it as well‚ so I ended up editing it‚ which was called Pfitsch Tales - which is probably still in the college bookstore - and he really wanted to do I think a history of Grinnell College athletics‚ but I was like…,,
0:33:19,Kit Wall, He eventually goes‚ “you know‚ this is kind of boring‚ isn't it?” I said‚ “well‚ I’ve kind of been waiting for you to figure that out..” But you did a lot of tapes just like this‚ but not visual‚ just audio‚ and‚ and that's another project I want to talk to you about later at another time.,,
0:33:36,Kit Wall, But‚ anyway‚ I would say athletics had a prominent role in shaping me. We also had‚ we didn't have NCAA then‚ National Collegiate Athletics Association for Women. We had the AIAW,,
0:33:56,Kit Wall, which was the American Institute‚ American Intercollegiate Athletics for Women. And so students were represented in that organization‚ and eventually the NCAA‚ you know‚ conned enough people from big universities to come over to their side cause they could do scholarships and would make sure your,,
0:34:19,Kit Wall, students‚ you know‚ get a college degree and all this kind of stuff and I remember talking to the the woman who's the women's athletic director from University of Iowa‚ great woman‚ and she said‚ “Oh NO‚ you know‚ I mean‚ I'm always gonna make sure that that my women get‚ you know‚ graduate and have a degree and everything.” And I said‚ “that's great Ruth‚ but what happens when you go away?,,
0:34:40,Kit Wall, is that‚ is that embedded in the program?” I mean‚ and again‚ like this is what students could do with‚ you know‚ I mean‚ she was a big deal athletic director from Iowa State. And‚ so I remember they went over to the dark side‚ they went to the NCAA and,,
0:34:58,Kit Wall, so did the university‚ so did University of Iowa‚ and I knew her too. And‚ the first thing they did was like fire em‚ you know‚ they just got rid of the women's athletic department. It was like‚ ok‚ well‚ thanks‚ you know‚ and then it all became men's‚ it all became and‚ and continued to be football focused cause that was really the game because they were afraid that,,
0:35:18,Kit Wall, you know‚ there was parity and they would have to pay for all these women's sports out of the football budget‚ and basketball so…And that's what happened‚ eventually. And Ruth lost her job and I graduated and did something else. But I had a lot of interaction and leadership stuff in the athletic side of things,,
0:35:45,Kit Wall, that I couldn't have expected to have. I wouldn't have thought about it. But American Studies lent itself really well because when I moved from Religious Studies to American studies‚ it was like‚ hey‚ I'm gonna live in the United States‚ so.,,
0:36:00,Kit Wall, And I love history and I'm a multicultural‚ pop cultural type person‚ so I think it'll be great. So anyway‚ you know‚ we just migrated there‚ that's how Grinnell is‚ right? So‚ that's how those two extracurriculars probably really factored and,,
0:36:20,Kit Wall, stick out in my mind‚ but. I could go on way longer than you want to hear about that‚ but that that's kinda‚ that's kind of me. And it did‚ it did lead me to - because John and I were working on that philosophy of sports book - that I stayed for a year after I graduated and became the first women's cross country,,
0:36:40,Kit Wall, and indoor and outdoor track and field coach. And John's deal‚ I learned a lot from John too about politics‚ which is kind of‚ you know‚ a world that I passed through as well‚ and I'm still sort of in now…and he was very good with the Democratic Party in Poweshiek county. I think he'd been.,,
0:37:01,Kit Wall, chair at one point…but he was also really good on the faculty because he would bring me to the faculty luncheons every week. And he‚ and he always liked to have his ducks in a row. In other words‚ he first of all‚ learned‚ you know‚ how to count votes‚ like if there's something he wanted to do on faculty‚ then he was‚ you know‚ maneuvering to‚ you know‚ make sure he had the votes to make something happen. The other thing he taught me‚ which I think was really good and really true and works in,,
0:37:28,Kit Wall, any place you go. It's like you get a budget‚ you spend all of it. Because otherwise someone will take it away. And it's so true. I mean‚ you might save it and move it into something else you want to save it too‚ but if you save some‚ then someone will go “meh‚ she didn't spend all that!”,,
